id,name,sector,state,contractor,implementingAgency,ministry,startDate,sanctioned_cost_cr,physical_progress,planned_progress,progress_diff,expenditure_ratio,land_acq_delay_months,geo_difficulty,monsoon_flood_risk,utility_shifting_progress,contractor_liquidity,metrology_compliance_burden,weighbridge_calibration_gap_days,gatc_test_centre_lead_days,packaged_commodities_audit_risk,jan_vishwas_relief_index,delay_days,status,label,confidence_score,confidence_pct,is_synthetic,data_source
SYN-RLWY-NAG-PKG-12D,[SYNTHETIC] Nagaland High-Speed Bullet Rail Viaduct (Pkg 12D),Railways,Nagaland,Kalpataru Projects,RVNL,Ministry of Railways,2021-01-05,4824.2,86.7,87.5,-0.8,0.971,0,0.851,0.789,75.9,2.06,0.789,32.3,45.7,0.351,0.0,6,on_track,0,93.4,93.4,True,SYNTHETIC
SYN-POWR-MAN-PKG-13E,[SYNTHETIC] Manipur 800kV HVDC Inter-Regional Dipole Line (Pkg 13E),Power,Manipur,L&T Power Transmission,POWERGRID,Ministry of Power,2021-01-06,2234.5,57.4,61.1,-3.7,1.125,2,0.848,0.734,55.9,1.38,0.624,25.7,36.1,0.35,0.0,67,moderate,1,86.3,86.3,True,SYNTHETIC
SYN-URBN-ARU-PKG-14F,[SYNTHETIC] Arunachal Pradesh Flyover Grade Separator Complex (Pkg 14F),Urban Development,Arunachal Pradesh,Reliance Infra - Astaldi JV,MMRDA,Ministry of Housing & Urban Affairs,2021-01-09,515.0,41.8,47.2,-5.4,1.189,2,0.99,0.889,64.1,1.04,0.599,27.1,46.1,0.629,0.0,69,moderate,1,81.8,81.8,True,SYNTHETIC
SYN-URBN-DEL-PKG-15G,[SYNTHETIC] Delhi Metro Rail Elevated Rapid Transit Line (Pkg 15G),Urban Development,Delhi,Reliance Infra - Astaldi JV,Maha Metro,Ministry of Housing & Urban Affairs,2021-01-09,5361.6,32.2,55.2,-23.0,1.752,36,0.221,0.345,24.8,0.59,0.627,38.9,35.2,0.501,0.0,283,critical,2,87.7,87.7,True,SYNTHETIC
SYN-HWAY-HAR-PKG-16H,[SYNTHETIC] Haryana Greenfield Freight Motorway Section (Pkg 16H),Highways,Haryana,Ashoka Buildcon,NHAI,Ministry of Road Transport and Highways,2021-01-20,2796.6,45.5,51.7,-6.2,1.166,6,0.223,0.291,76.6,1.23,0.757,37.0,39.0,0.518,0.0,36,moderate,1,91.7,91.7,True,SYNTHETIC
SYN-RLWY-UTT-PKG-17A,[SYNTHETIC] Uttarakhand Multi-Modal Terminal Railway Yard (Pkg 17A),Railways,Uttarakhand,L&T Construction,NHSRCL,Ministry of Railways,2021-01-21,4744.5,81.7,83.3,-1.6,0.981,0,0.866,0.871,97.3,2.14,0.823,63.4,43.1,0.387,0.0,21,on_track,0,90.9,90.9,True,SYNTHETIC
SYN-POWR-DAD-PKG-18B,[SYNTHETIC] Dadra & Nagar Haveli and Daman & Diu 800kV HVDC Inter-Regional Dipole Line (Pkg 18B),Power,Dadra & Nagar Haveli and Daman & Diu,Sterlite Power,SJVN,Ministry of Power,2021-01-21,3722.7,64.3,64.0,0.3,0.99,0,0.283,0.711,76.2,1.78,0.697,21.7,37.0,0.435,0.0,15,on_track,0,96.5,96.5,True,SYNTHETIC
SYN-POWR-KAR-PKG-19C,[SYNTHETIC] Karnataka Run-of-River Hydroelectric Spillway (Pkg 19C),Power,Karnataka,L&T Power Transmission,SJVN,Ministry of Power,2021-02-02,4749.3,47.5,47.0,0.5,1.066,0,0.483,0.702,89.7,1.37,0.58,14.6,43.8,0.259,0.0,18,on_track,0,90.5,90.5,True,SYNTHETIC
SYN-URBN-MAH-PKG-20D,[SYNTHETIC] Maharashtra Smart City Integrated Command Centre (Pkg 20D),Urban Development,Maharashtra,L&T Construction,MMRDA,Ministry of Housing & Urban Affairs,2021-02-06,4466.3,67.6,70.9,-3.3,1.148,12,0.536,0.83,61.6,1.21,0.604,19.1,44.6,0.571,0.0,77,moderate,1,92.5,92.5,True,SYNTHETIC
SYN-URBN-AND-PKG-21E,[SYNTHETIC] Andhra Pradesh Metro Rail Elevated Rapid Transit Line (Pkg 21E),Urban Development,Andhra Pradesh,L&T Construction,DMRC,Ministry of Housing & Urban Affairs,2021-02-10,4028.4,63.7,62.6,1.1,1.042,0,0.435,0.726,89.5,1.96,0.507,32.1,39.7,0.591,0.0,24,on_track,0,97.1,97.1,True,SYNTHETIC
SYN-TELC-ASS-PKG-22F,[SYNTHETIC] Assam 100Gbps DWDM National Backbone Link (Pkg 22F),Telecom,Assam,HFCL,BBNL (BharatNet),Ministry of Communications,2021-02-10,4898.8,77.4,87.2,-9.8,1.092,6,0.71,0.952,76.7,1.2,0.491,23.3,45.9,0.309,0.0,36,moderate,1,84.4,84.4,True,SYNTHETIC
SYN-RLWY-BIH-PKG-23G,[SYNTHETIC] Bihar Dedicated Freight Corridor Section (Pkg 23G),Railways,Bihar,L&T Construction,Indian Railways,Ministry of Railways,2021-02-18,3072.8,56.7,69.8,-13.1,1.412,6,0.381,0.954,37.2,0.94,0.749,31.9,40.7,0.414,0.0,145,high_risk,2,76.0,76.0,True,SYNTHETIC
SYN-RLWY-KAR-PKG-24H,[SYNTHETIC] Karnataka Dedicated Freight Corridor Section (Pkg 24H),Railways,Karnataka,Tata Projects,RVNL,Ministry of Railways,2021-02-19,2979.0,77.2,78.1,-0.9,0.978,0,0.517,0.582,97.0,1.54,0.792,29.3,47.6,0.333,0.0,13,on_track,0,97.4,97.4,True,SYNTHETIC
SYN-WATR-KER-PKG-25A,[SYNTHETIC] Kerala Multi-Purpose Barrage & Canal Network (Pkg 25A),Water,Kerala,Vishwa Infrastructures,State Water Resource Dept,Ministry of Jal Shakti,2021-02-24,3334.8,74.5,80.0,-5.5,1.139,6,0.686,0.99,71.6,1.17,0.642,37.1,37.8,0.374,0.0,81,moderate,1,78.9,78.9,True,SYNTHETIC
SYN-URBN-BIH-PKG-01B,[SYNTHETIC] Bihar Metro Rail Elevated Rapid Transit Line (Pkg 01B),Urban Development,Bihar,Reliance Infra - Astaldi JV,DMRC,Ministry of Housing & Urban Affairs,2021-02-28,2757.4,43.9,49.4,-5.5,1.096,6,0.331,0.927,62.2,1.36,0.6,35.5,47.8,0.555,0.0,58,moderate,1,89.1,89.1,True,SYNTHETIC
SYN-TELC-AND-PKG-02C,[SYNTHETIC] Andhra Pradesh BharatNet Phase-III Optical Fiber Grid (Pkg 02C),Telecom,Andhra Pradesh,HFCL,TCIL,Ministry of Communications,2021-03-22,4700.9,44.5,57.8,-13.3,1.351,12,0.427,0.717,47.4,0.7,0.617,24.7,36.2,0.297,0.0,163,high_risk,2,90.2,90.2,True,SYNTHETIC
SYN-HWAY-WES-PKG-03D,[SYNTHETIC] West Bengal Greenfield Freight Motorway Section (Pkg 03D),Highways,West Bengal,Ashoka Buildcon,MoRTH,Ministry of Road Transport and Highways,2021-03-30,4226.8,40.2,38.0,2.2,1.006,0,0.389,0.837,88.7,1.82,0.662,36.9,39.7,0.416,0.0,6,on_track,0,88.3,88.3,True,SYNTHETIC
SYN-RLWY-LAK-PKG-04E,[SYNTHETIC] Lakshadweep Multi-Modal Terminal Railway Yard (Pkg 04E),Railways,Lakshadweep,KEC International,RVNL,Ministry of Railways,2021-04-12,5246.9,62.9,61.9,1.0,1.015,0,0.586,0.822,90.2,2.1,0.732,58.4,42.8,0.36,0.0,1,on_track,0,91.3,91.3,True,SYNTHETIC
SYN-RLWY-RAJ-PKG-05F,[SYNTHETIC] Rajasthan Double Track Electrification Package (Pkg 05F),Railways,Rajasthan,Tata Projects,RVNL,Ministry of Railways,2021-04-25,831.6,46.6,64.9,-18.3,1.275,6,0.347,0.225,37.8,0.87,0.822,54.5,47.6,0.412,0.0,146,high_risk,2,86.8,86.8,True,SYNTHETIC
SYN-WATR-MAN-PKG-06G,[SYNTHETIC] Manipur Jal Jeevan Mission Bulk Water Pipeline (Pkg 06G),Water,Manipur,Megha Engineering (MEIL),WAPCOS,Ministry of Jal Shakti,2021-04-28,4044.4,33.1,36.3,-3.2,1.113,2,0.826,0.858,76.6,1.05,0.627,48.7,41.7,0.339,0.0,58,moderate,1,86.5,86.5,True,SYNTHETIC
SYN-WATR-TEL-PKG-07H,[SYNTHETIC] Telangana Jal Jeevan Mission Bulk Water Pipeline (Pkg 07H),Water,Telangana,Vishwa Infrastructures,NWDA,Ministry of Jal Shakti,2021-05-06,3907.7,60.2,76.7,-16.5,1.371,6,0.379,0.499,58.9,0.93,0.66,57.2,35.2,0.302,0.0,161,high_risk,2,75.2,75.2,True,SYNTHETIC
SYN-TELC-MAD-PKG-08A,[SYNTHETIC] Madhya Pradesh Strategic Submarine OFC Coastal Terminal (Pkg 08A),Telecom,Madhya Pradesh,L&T Technology Services,RailTel,Ministry of Communications,2021-05-22,4366.5,35.1,45.3,-10.2,1.256,6,0.514,0.53,60.1,1.43,0.65,17.5,40.0,0.297,0.0,58,moderate,1,90.9,90.9,True,SYNTHETIC
SYN-TELC-AND-PKG-09B,[SYNTHETIC] Andhra Pradesh 4G/5G Border & Island Connectivity (Pkg 09B),Telecom,Andhra Pradesh,ITI Limited,BBNL (BharatNet),Ministry of Communications,2021-06-14,2191.4,75.5,81.5,-6.0,1.319,6,0.37,0.656,64.2,1.35,0.477,25.2,45.3,0.221,0.0,49,moderate,1,79.8,79.8,True,SYNTHETIC
SYN-RLWY-UTT-PKG-10C,[SYNTHETIC] Uttar Pradesh Dedicated Freight Corridor Section (Pkg 10C),Railways,Uttar Pradesh,L&T Construction,IRCON,Ministry of Railways,2021-07-27,1563.7,34.4,68.8,-34.4,1.543,36,0.245,0.561,38.4,0.54,0.805,36.9,46.2,0.347,0.0,204,critical,2,88.8,88.8,True,SYNTHETIC
SYN-RLWY-AND-PKG-11D,[SYNTHETIC] Andhra Pradesh Dedicated Freight Corridor Section (Pkg 11D),Railways,Andhra Pradesh,Ircon International,Indian Railways,Ministry of Railways,2021-07-28,2782.5,29.6,39.2,-9.6,1.118,6,0.447,0.691,77.0,1.18,0.803,57.8,45.9,0.322,0.0,37,moderate,1,88.3,88.3,True,SYNTHETIC
SYN-POWR-ODI-PKG-12E,[SYNTHETIC] Odisha 800kV HVDC Inter-Regional Dipole Line (Pkg 12E),Power,Odisha,Sterlite Power,NTPC,Ministry of Power,2021-07-31,3386.8,50.3,47.1,3.2,0.996,0,0.618,0.823,98.9,1.5,0.694,27.6,39.0,0.346,0.0,6,on_track,0,95.6,95.6,True,SYNTHETIC
SYN-WATR-MIZ-PKG-13F,[SYNTHETIC] Mizoram Lift Irrigation Distribution System (Pkg 13F),Water,Mizoram,NCC Limited,PPA / CWC,Ministry of Jal Shakti,2021-08-05,2713.3,64.9,66.3,-1.4,0.978,0,0.822,0.796,83.0,2.05,0.726,27.3,39.2,0.331,0.0,16,on_track,0,85.2,85.2,True,SYNTHETIC
SYN-TELC-DAD-PKG-14G,[SYNTHETIC] Dadra & Nagar Haveli and Daman & Diu Strategic Submarine OFC Coastal Terminal (Pkg 14G),Telecom,Dadra & Nagar Haveli and Daman & Diu,L&T Technology Services,BBNL (BharatNet),Ministry of Communications,2021-08-05,661.9,28.3,27.8,0.5,0.932,0,0.284,0.623,97.8,2.24,0.65,19.0,44.1,0.309,0.0,6,on_track,0,90.3,90.3,True,SYNTHETIC
SYN-HWAY-GUJ-PKG-15H,[SYNTHETIC] Gujarat Economic Expressway Corridor (Pkg 15H),Highways,Gujarat,IRB Infrastructure,MoRTH,Ministry of Road Transport and Highways,2021-08-30,4849.7,43.5,44.2,-0.7,1.004,0,0.316,0.573,84.1,1.49,0.854,22.8,35.0,0.466,0.0,15,on_track,0,94.2,94.2,True,SYNTHETIC
SYN-HWAY-PUN-PKG-16A,[SYNTHETIC] Punjab Strategic Border Highway NH-Pass (Pkg 16A),Highways,Punjab,PNC Infratech,State PWD Highways,Ministry of Road Transport and Highways,2021-09-02,999.9,54.1,55.5,-1.4,1.057,0,0.272,0.326,99.9,1.38,0.727,48.8,46.9,0.429,0.0,22,on_track,0,96.9,96.9,True,SYNTHETIC
SYN-RLWY-SIK-PKG-17B,[SYNTHETIC] Sikkim Dedicated Freight Corridor Section (Pkg 17B),Railways,Sikkim,Afcons Infrastructure,NHSRCL,Ministry of Railways,2021-10-20,2843.4,70.0,70.0,-0.0,1.078,2,0.928,0.832,77.5,1.72,0.817,36.0,46.8,0.355,0.0,22,on_track,0,89.0,89.0,True,SYNTHETIC
SYN-POWR-HAR-PKG-18C,[SYNTHETIC] Haryana Gas-Insulated GIS Substation Node (Pkg 18C),Power,Haryana,KEC International,NEEPCO,Ministry of Power,2021-11-13,731.0,42.9,62.2,-19.3,1.407,18,0.258,0.231,60.5,1.14,0.567,31.7,42.4,0.311,0.0,167,high_risk,2,76.3,76.3,True,SYNTHETIC
SYN-URBN-MIZ-PKG-19D,[SYNTHETIC] Mizoram Flyover Grade Separator Complex (Pkg 19D),Urban Development,Mizoram,Tata Projects,MMRDA,Ministry of Housing & Urban Affairs,2021-12-21,1959.3,54.3,77.6,-23.3,1.643,18,0.875,0.85,35.9,0.58,0.599,24.9,41.4,0.424,0.0,402,critical,2,87.8,87.8,True,SYNTHETIC
SYN-TELC-MAN-PKG-20E,[SYNTHETIC] Manipur BharatNet Phase-III Optical Fiber Grid (Pkg 20E),Telecom,Manipur,Sterlite Technologies,RailTel,Ministry of Communications,2021-12-28,1110.8,53.1,53.3,-0.2,1.013,0,0.879,0.834,85.5,1.66,0.523,26.2,36.0,0.221,0.0,5,on_track,0,94.5,94.5,True,SYNTHETIC
SYN-TELC-MEG-PKG-21F,[SYNTHETIC] Meghalaya 4G/5G Border & Island Connectivity (Pkg 21F),Telecom,Meghalaya,ITI Limited,BBNL (BharatNet),Ministry of Communications,2022-01-05,3603.2,26.3,38.8,-12.5,1.487,6,0.814,0.958,48.7,1.08,0.536,15.1,44.3,0.204,0.0,141,high_risk,2,83.2,83.2,True,SYNTHETIC
SYN-RLWY-SIK-PKG-22G,[SYNTHETIC] Sikkim Double Track Electrification Package (Pkg 22G),Railways,Sikkim,Kalpataru Projects,DFCCIL,Ministry of Railways,2022-01-25,816.7,30.9,38.1,-7.2,1.279,12,0.99,0.857,69.1,1.26,0.77,57.3,39.0,0.345,0.0,89,moderate,1,81.6,81.6,True,SYNTHETIC
SYN-RLWY-MAD-PKG-23H,[SYNTHETIC] Madhya Pradesh Mountain Tunnel & Gauge Conversion (Pkg 23H),Railways,Madhya Pradesh,Tata Projects,DFCCIL,Ministry of Railways,2022-01-28,3433.1,41.7,54.7,-13.0,1.382,6,0.523,0.498,42.6,0.74,0.775,64.8,47.8,0.385,0.0,154,high_risk,2,85.8,85.8,True,SYNTHETIC
SYN-POWR-HAR-PKG-24A,[SYNTHETIC] Haryana Gas-Insulated GIS Substation Node (Pkg 24A),Power,Haryana,Kalpataru Power Transmission,NEEPCO,Ministry of Power,2022-01-30,1036.1,89.2,90.9,-1.7,0.979,0,0.179,0.26,80.2,2.24,0.669,25.3,42.7,0.387,0.0,8,on_track,0,95.3,95.3,True,SYNTHETIC
SYN-WATR-TRI-PKG-25B,[SYNTHETIC] Tripura Jal Jeevan Mission Bulk Water Pipeline (Pkg 25B),Water,Tripura,NCC Limited,NWDA,Ministry of Jal Shakti,2022-02-04,1328.5,25.4,49.9,-24.5,1.697,36,0.753,0.823,18.3,0.54,0.651,44.9,39.4,0.245,0.0,321,critical,2,76.6,76.6,True,SYNTHETIC
SYN-TELC-ASS-PKG-01C,[SYNTHETIC] Assam 100Gbps DWDM National Backbone Link (Pkg 01C),Telecom,Assam,ITI Limited,BSNL,Ministry of Communications,2022-02-05,5304.1,50.1,48.6,1.5,0.957,0,0.62,0.946,90.0,1.79,0.548,23.0,40.0,0.271,0.0,9,on_track,0,94.6,94.6,True,SYNTHETIC
SYN-HWAY-BIH-PKG-02D,[SYNTHETIC] Bihar Economic Expressway Corridor (Pkg 02D),Highways,Bihar,KNR Constructions,BRO,Ministry of Road Transport and Highways,2022-02-25,4112.4,69.2,76.3,-7.1,1.146,12,0.323,0.861,77.5,1.01,0.675,52.2,37.6,0.533,0.0,31,moderate,1,78.7,78.7,True,SYNTHETIC
SYN-HWAY-GOA-PKG-03E,[SYNTHETIC] Goa Multi-Span Elevated Viaduct Stretch (Pkg 03E),Highways,Goa,Dilip Buildcon Ltd.,BRO,Ministry of Road Transport and Highways,2022-03-03,4033.9,80.0,81.6,-1.6,0.975,0,0.576,0.737,94.8,1.88,0.778,27.8,36.8,0.44,0.0,13,on_track,0,86.5,86.5,True,SYNTHETIC
SYN-POWR-TEL-PKG-04F,[SYNTHETIC] Telangana 765kV Green Energy Transmission Link (Pkg 04F),Power,Telangana,Tata Power,POWERGRID,Ministry of Power,2022-03-04,4577.6,50.6,61.3,-10.7,1.39,12,0.401,0.421,56.8,0.99,0.666,22.3,46.2,0.466,0.0,133,high_risk,2,86.2,86.2,True,SYNTHETIC
SYN-POWR-TAM-PKG-05G,[SYNTHETIC] Tamil Nadu 800kV HVDC Inter-Regional Dipole Line (Pkg 05G),Power,Tamil Nadu,Sterlite Power,NEEPCO,Ministry of Power,2022-03-06,1617.3,69.9,70.7,-0.8,1.01,0,0.41,0.606,99.2,1.62,0.704,26.0,46.8,0.236,0.0,9,on_track,0,90.0,90.0,True,SYNTHETIC
SYN-WATR-UTT-PKG-06H,[SYNTHETIC] Uttar Pradesh Lift Irrigation Distribution System (Pkg 06H),Water,Uttar Pradesh,GVPR Engineers,Jal Nigam,Ministry of Jal Shakti,2022-03-20,1578.0,44.2,49.4,-5.2,1.153,2,0.222,0.56,75.9,0.98,0.686,48.5,47.5,0.324,0.0,64,moderate,1,90.6,90.6,True,SYNTHETIC
SYN-URBN-CHH-PKG-07A,[SYNTHETIC] Chhattisgarh Multi-Modal Transit Terminal Hub (Pkg 07A),Urban Development,Chhattisgarh,Afcons Infrastructure,MMRDA,Ministry of Housing & Urban Affairs,2022-03-29,5256.9,31.4,42.9,-11.5,1.259,12,0.66,0.537,45.9,1.01,0.644,32.5,42.2,0.531,0.0,161,high_risk,2,91.3,91.3,True,SYNTHETIC
SYN-TELC-TAM-PKG-08B,[SYNTHETIC] Tamil Nadu High-Altitude Satellite Earth Ground Node (Pkg 08B),Telecom,Tamil Nadu,Tejas Networks,TCIL,Ministry of Communications,2022-03-30,593.9,71.6,79.8,-8.2,1.238,2,0.452,0.615,57.1,1.04,0.584,27.3,46.1,0.34,0.0,31,moderate,1,80.1,80.1,True,SYNTHETIC
SYN-HWAY-JAM-PKG-09C,[SYNTHETIC] Jammu & Kashmir Strategic Border Highway NH-Pass (Pkg 09C),Highways,Jammu & Kashmir,KNR Constructions,NHAI,Ministry of Road Transport and Highways,2022-05-07,607.8,44.4,63.2,-18.8,1.388,6,0.913,0.683,59.4,0.7,0.636,23.0,46.2,0.488,0.0,98,high_risk,2,91.6,91.6,True,SYNTHETIC
SYN-POWR-ODI-PKG-10D,[SYNTHETIC] Odisha 800kV HVDC Inter-Regional Dipole Line (Pkg 10D),Power,Odisha,Tata Power,NTPC,Ministry of Power,2022-05-16,1811.6,73.5,70.9,2.6,1.021,0,0.619,0.923,96.6,1.47,0.646,21.0,42.8,0.348,0.0,21,on_track,0,96.2,96.2,True,SYNTHETIC
SYN-POWR-PUD-PKG-11E,[SYNTHETIC] Puducherry Run-of-River Hydroelectric Spillway (Pkg 11E),Power,Puducherry,Kalpataru Power Transmission,NHPC,Ministry of Power,2022-06-24,4144.4,52.6,62.7,-10.1,1.288,6,0.313,0.61,43.1,1.11,0.567,17.8,38.3,0.372,0.0,153,high_risk,2,89.2,89.2,True,SYNTHETIC
SYN-URBN-GOA-PKG-12F,[SYNTHETIC] Goa Underground Metro Boring & Station Pkg (Pkg 12F),Urban Development,Goa,Tata Projects,DMRC,Ministry of Housing & Urban Affairs,2022-07-03,3787.3,45.7,50.2,-4.5,1.155,6,0.579,0.813,60.6,1.23,0.526,35.2,46.7,0.51,0.0,32,moderate,1,87.2,87.2,True,SYNTHETIC
SYN-TELC-ARU-PKG-13G,[SYNTHETIC] Arunachal Pradesh 100Gbps DWDM National Backbone Link (Pkg 13G),Telecom,Arunachal Pradesh,L&T Technology Services,BSNL,Ministry of Communications,2022-07-14,3691.2,58.6,56.5,2.1,0.954,2,0.952,0.918,80.6,2.03,0.463,22.8,39.3,0.254,0.0,6,on_track,0,95.6,95.6,True,SYNTHETIC
SYN-HWAY-DEL-PKG-14H,[SYNTHETIC] Delhi Multi-Span Elevated Viaduct Stretch (Pkg 14H),Highways,Delhi,IRB Infrastructure,State PWD Highways,Ministry of Road Transport and Highways,2022-07-14,637.2,84.1,85.9,-1.8,1.069,0,0.285,0.355,97.4,1.61,0.697,35.6,45.6,0.405,0.0,17,on_track,0,88.2,88.2,True,SYNTHETIC
SYN-HWAY-GOA-PKG-15A,[SYNTHETIC] Goa 4-Lane Ring Road Bypass (Pkg 15A),Highways,Goa,KNR Constructions,State PWD Highways,Ministry of Road Transport and Highways,2022-08-21,4292.5,47.7,45.2,2.5,0.988,0,0.571,0.777,79.3,2.05,0.751,31.1,45.6,0.493,0.0,23,on_track,0,88.3,88.3,True,SYNTHETIC
SYN-RLWY-KAR-PKG-16B,[SYNTHETIC] Karnataka Double Track Electrification Package (Pkg 16B),Railways,Karnataka,Siemens Rail India,RVNL,Ministry of Railways,2022-09-17,1954.4,43.6,42.6,1.0,1.106,2,0.55,0.663,77.0,2.07,0.746,58.3,38.2,0.396,0.0,3,on_track,0,92.0,92.0,True,SYNTHETIC
SYN-WATR-ODI-PKG-17C,[SYNTHETIC] Odisha Multi-Purpose Barrage & Canal Network (Pkg 17C),Water,Odisha,GVPR Engineers,Jal Nigam,Ministry of Jal Shakti,2022-09-23,1896.1,42.4,49.9,-7.5,1.211,2,0.687,0.768,76.3,1.03,0.697,46.8,45.4,0.266,0.0,46,moderate,1,85.5,85.5,True,SYNTHETIC
SYN-WATR-MAH-PKG-18D,[SYNTHETIC] Maharashtra Jal Jeevan Mission Bulk Water Pipeline (Pkg 18D),Water,Maharashtra,Vishwa Infrastructures,NWDA,Ministry of Jal Shakti,2022-09-29,243.8,84.0,83.7,0.3,1.0,0,0.558,0.752,88.2,1.75,0.769,57.2,43.2,0.342,0.0,6,on_track,0,85.9,85.9,True,SYNTHETIC
SYN-TELC-CHH-PKG-19E,[SYNTHETIC] Chhattisgarh High-Altitude Satellite Earth Ground Node (Pkg 19E),Telecom,Chhattisgarh,ITI Limited,TCIL,Ministry of Communications,2022-09-30,2840.8,21.8,42.5,-20.7,1.806,18,0.584,0.607,44.6,0.87,0.62,12.4,40.8,0.279,0.0,274,critical,2,80.6,80.6,True,SYNTHETIC
SYN-TELC-JHA-PKG-20F,[SYNTHETIC] Jharkhand 4G/5G Border & Island Connectivity (Pkg 20F),Telecom,Jharkhand,Tejas Networks,USOF (DoT),Ministry of Communications,2022-10-07,2911.0,51.4,56.9,-5.5,1.126,2,0.681,0.542,61.5,0.95,0.54,23.5,41.3,0.274,0.0,51,moderate,1,82.9,82.9,True,SYNTHETIC
SYN-HWAY-TAM-PKG-21G,[SYNTHETIC] Tamil Nadu Economic Expressway Corridor (Pkg 21G),Highways,Tamil Nadu,Ashoka Buildcon,NHIDCL,Ministry of Road Transport and Highways,2022-10-12,768.4,67.0,77.6,-10.6,1.387,24,0.4,0.696,47.2,1.16,0.861,28.0,38.1,0.47,0.0,112,high_risk,2,86.9,86.9,True,SYNTHETIC
SYN-RLWY-DEL-PKG-22H,[SYNTHETIC] Delhi Double Track Electrification Package (Pkg 22H),Railways,Delhi,Kalpataru Projects,DFCCIL,Ministry of Railways,2022-11-12,3890.9,38.5,52.7,-14.2,1.404,6,0.305,0.325,62.6,1.05,0.788,49.0,40.8,0.454,0.0,161,high_risk,2,91.7,91.7,True,SYNTHETIC
SYN-WATR-TRI-PKG-23A,[SYNTHETIC] Tripura Lift Irrigation Distribution System (Pkg 23A),Water,Tripura,GVPR Engineers,State Water Resource Dept,Ministry of Jal Shakti,2022-11-20,566.6,46.9,48.6,-1.7,1.023,0,0.716,0.827,80.2,1.76,0.616,55.1,43.1,0.341,0.0,0,on_track,0,91.4,91.4,True,SYNTHETIC
SYN-URBN-ARU-PKG-24B,[SYNTHETIC] Arunachal Pradesh Underground Metro Boring & Station Pkg (Pkg 24B),Urban Development,Arunachal Pradesh,ITD Cementation,BMRCL,Ministry of Housing & Urban Affairs,2023-01-10,4452.3,58.2,63.5,-5.3,1.172,6,0.952,0.902,74.7,1.06,0.74,28.6,44.8,0.535,0.0,59,moderate,1,85.1,85.1,True,SYNTHETIC
SYN-TELC-MAH-PKG-25C,[SYNTHETIC] Maharashtra BharatNet Phase-III Optical Fiber Grid (Pkg 25C),Telecom,Maharashtra,ITI Limited,TCIL,Ministry of Communications,2023-02-21,3129.3,73.4,78.8,-5.4,1.158,2,0.58,0.704,64.5,1.46,0.539,20.6,42.3,0.298,0.0,68,moderate,1,78.2,78.2,True,SYNTHETIC
SYN-HWAY-SIK-PKG-01D,[SYNTHETIC] Sikkim 4-Lane Ring Road Bypass (Pkg 01D),Highways,Sikkim,IRB Infrastructure,MoRTH,Ministry of Road Transport and Highways,2023-03-05,3251.0,44.9,42.6,2.3,1.014,0,0.985,0.82,76.7,2.2,0.832,50.5,44.1,0.452,0.0,5,on_track,0,87.1,87.1,True,SYNTHETIC
SYN-HWAY-UTT-PKG-02E,[SYNTHETIC] Uttarakhand Greenfield Freight Motorway Section (Pkg 02E),Highways,Uttarakhand,Tata Projects,MoRTH,Ministry of Road Transport and Highways,2023-04-01,1213.4,69.6,81.0,-11.4,1.28,18,0.88,0.798,46.4,0.86,0.776,23.2,44.6,0.472,0.0,125,high_risk,2,81.4,81.4,True,SYNTHETIC
SYN-POWR-KER-PKG-03F,[SYNTHETIC] Kerala Gas-Insulated GIS Substation Node (Pkg 03F),Power,Kerala,Kalpataru Power Transmission,POWERGRID,Ministry of Power,2023-04-02,4559.4,17.9,40.9,-23.0,1.709,36,0.625,0.927,23.0,0.85,0.634,23.2,38.6,0.313,0.0,493,critical,2,93.0,93.0,True,SYNTHETIC
SYN-WATR-SIK-PKG-04G,[SYNTHETIC] Sikkim Multi-Purpose Barrage & Canal Network (Pkg 04G),Water,Sikkim,Megha Engineering (MEIL),NWDA,Ministry of Jal Shakti,2023-05-19,882.7,50.8,55.1,-4.3,1.243,2,0.94,0.9,69.6,1.25,0.7,26.0,35.1,0.27,0.0,57,moderate,1,91.2,91.2,True,SYNTHETIC
SYN-WATR-MAH-PKG-05H,[SYNTHETIC] Maharashtra Urban Potable Water Treatment Plant (Pkg 05H),Water,Maharashtra,NCC Limited,NWDA,Ministry of Jal Shakti,2023-06-25,4753.6,53.1,52.1,1.0,1.023,0,0.559,0.758,90.3,1.68,0.723,30.2,35.7,0.431,0.0,8,on_track,0,96.0,96.0,True,SYNTHETIC
SYN-URBN-TRI-PKG-06A,[SYNTHETIC] Tripura Flyover Grade Separator Complex (Pkg 06A),Urban Development,Tripura,Tata Projects,Maha Metro,Ministry of Housing & Urban Affairs,2023-07-07,4658.5,43.4,76.6,-33.2,1.702,24,0.765,0.765,22.6,0.66,0.62,30.0,47.5,0.522,0.0,406,critical,2,90.9,90.9,True,SYNTHETIC
SYN-HWAY-UTT-PKG-07B,[SYNTHETIC] Uttarakhand Greenfield Freight Motorway Section (Pkg 07B),Highways,Uttarakhand,KNR Constructions,MoRTH,Ministry of Road Transport and Highways,2023-07-09,3551.5,68.1,79.9,-11.8,1.366,12,0.91,0.797,47.3,0.94,0.727,53.3,42.9,0.496,0.0,99,high_risk,2,80.8,80.8,True,SYNTHETIC
