id,name,sector,state,contractor,implementingAgency,ministry,startDate,sanctioned_cost_cr,physical_progress,planned_progress,progress_diff,expenditure_ratio,land_acq_delay_months,geo_difficulty,monsoon_flood_risk,utility_shifting_progress,contractor_liquidity,metrology_compliance_burden,weighbridge_calibration_gap_days,gatc_test_centre_lead_days,packaged_commodities_audit_risk,jan_vishwas_relief_index,delay_days,status,label
JWR-AIRPORT-P-PKG-14F,Noida International Airport (Jewar Phase 1) (Pkg 14F - Uttar Pradesh),Urban Development,Uttar Pradesh,Tata Projects,YAPL / NIAL,Civil Aviation / UP Govt,2020-10-30,4740.5,92.3,91.4,0.9,0.926,6,0.215,0.534,50.2,1.71,0.632,24.4,68.3,0.528,0.0,8,on_track,0
NCRTC-DEL-MRT-PKG-14G,Delhi-Meerut Regional Rapid Transit (RRTS) (Pkg 14G - Uttar Pradesh),Railways,Uttar Pradesh,L&T Construction,NCRTC,Ministry of Railways / MoHUA,2020-10-31,4195.7,59.8,65.9,-6.1,1.326,2,0.326,0.547,36.1,1.79,0.903,63.1,71.7,0.426,0.0,76,at_risk,1
UPMRC-AGR-PH-PKG-14H,Agra Metro Rail Heritage Underground Section (Pkg 14H - Uttar Pradesh),Urban Development,Uttar Pradesh,Afcons Infrastructure,UPMRC,MoHUA / UP PWD,2020-10-31,1302.2,26.5,35.8,-9.3,1.263,2,0.355,0.587,40.9,0.97,0.559,38.6,64.4,0.561,0.0,62,at_risk,1
NHAI-GNG-EXP-PKG-15A,Ganga Expressway Meerut to Prayagraj (594 km) (Pkg 15A - Uttar Pradesh),Highways,Uttar Pradesh,Adani Road Transport & IRB,UPEIDA,MoRTH State PWD,2020-11-02,892.0,54.4,76.9,-22.5,1.455,0,0.294,0.632,35.5,0.68,0.75,47.1,62.4,0.38,0.0,259,delayed,2
JWR-AIRPORT-P-PKG-15B,Noida International Airport (Jewar Phase 1) (Pkg 15B - Uttar Pradesh),Urban Development,Uttar Pradesh,Tata Projects,YAPL / NIAL,Civil Aviation / UP Govt,2020-11-11,4354.1,20.3,40.1,-19.8,1.201,2,0.211,0.518,72.2,1.35,0.673,42.6,58.8,0.649,0.0,68,at_risk,1
NCRTC-DEL-MRT-PKG-15C,Delhi-Meerut Regional Rapid Transit (RRTS) (Pkg 15C - Uttar Pradesh),Railways,Uttar Pradesh,L&T Construction,NCRTC,Ministry of Railways / MoHUA,2020-11-12,5038.4,32.8,40.5,-7.7,1.308,0,0.209,0.569,58.4,1.0,0.656,62.7,59.9,0.572,0.0,46,at_risk,1
UPMRC-AGR-PH-PKG-15D,Agra Metro Rail Heritage Underground Section (Pkg 15D - Uttar Pradesh),Urban Development,Uttar Pradesh,Afcons Infrastructure,UPMRC,MoHUA / UP PWD,2020-11-12,4510.2,85.4,86.1,-0.7,1.31,2,0.245,0.637,57.5,2.19,0.552,27.1,67.2,0.496,0.0,78,at_risk,1
MORTH-CHAR-DHAM-PKG-01A,Char Dham All-Weather Highway (Silkyara-Barkot) (Pkg 1A - Uttarakhand),Highways,Uttarakhand,Navayuga Engineering,NHIDCL / BRO,MoRTH,2020-11-13,5005.8,12.6,35.1,-22.5,1.313,0,0.857,0.817,89.7,2.0,0.616,44.2,68.5,0.476,0.0,464,delayed,2
RVNL-RISH-KAR-PKG-01B,Rishikesh-Karnaprayag Rail Tunnel (125 km) (Pkg 1B - Uttarakhand),Railways,Uttarakhand,Megha Engineering (MEIL),RVNL,Ministry of Railways,2020-11-18,3541.7,51.7,60.3,-8.6,1.374,2,0.872,0.845,93.6,0.7,0.853,59.8,61.9,0.406,0.0,337,delayed,2
THDC-TEH-PSP-PKG-01C,"Tehri Pumped Storage Hydro Plant (1,000 MW) (Pkg 1C - Uttarakhand)",Power,Uttarakhand,HCC Limited,THDCIL,Ministry of Power,2020-11-24,2937.0,48.5,55.1,-6.6,1.297,6,0.923,0.762,47.9,1.58,0.74,23.5,68.7,0.258,0.0,44,at_risk,1
MORTH-CHAR-DHAM-PKG-02D,Char Dham All-Weather Highway (Silkyara-Barkot) (Pkg 2D - Uttarakhand),Highways,Uttarakhand,Navayuga Engineering,NHIDCL / BRO,MoRTH,2020-12-02,1099.2,28.0,35.1,-7.1,1.025,2,0.914,0.902,57.2,1.36,0.838,47.2,74.8,0.365,0.0,6,on_track,0
RVNL-RISH-KAR-PKG-02E,Rishikesh-Karnaprayag Rail Tunnel (125 km) (Pkg 2E - Uttarakhand),Railways,Uttarakhand,Megha Engineering (MEIL),RVNL,Ministry of Railways,2020-12-05,3652.1,25.5,48.5,-23.0,1.009,0,0.786,0.806,79.0,0.85,0.779,57.4,56.1,0.526,0.0,52,at_risk,1
THDC-TEH-PSP-PKG-02F,"Tehri Pumped Storage Hydro Plant (1,000 MW) (Pkg 2F - Uttarakhand)",Power,Uttarakhand,HCC Limited,THDCIL,Ministry of Power,2020-12-08,426.0,36.8,42.2,-5.4,1.21,2,0.925,0.797,47.6,0.9,0.436,15.0,63.0,0.424,0.0,38,at_risk,1
MORTH-CHAR-DHAM-PKG-03G,Char Dham All-Weather Highway (Silkyara-Barkot) (Pkg 3G - Uttarakhand),Highways,Uttarakhand,Navayuga Engineering,NHIDCL / BRO,MoRTH,2020-12-10,3883.6,88.2,86.2,2.0,1.103,0,0.914,0.825,33.7,1.55,0.729,35.6,74.7,0.361,0.0,25,on_track,0
RVNL-RISH-KAR-PKG-03H,Rishikesh-Karnaprayag Rail Tunnel (125 km) (Pkg 3H - Uttarakhand),Railways,Uttarakhand,Megha Engineering (MEIL),RVNL,Ministry of Railways,2020-12-25,4967.0,20.3,37.7,-17.4,1.776,2,0.854,0.771,30.3,1.41,0.673,27.6,60.1,0.384,0.0,244,delayed,2
THDC-TEH-PSP-PKG-03A,"Tehri Pumped Storage Hydro Plant (1,000 MW) (Pkg 3A - Uttarakhand)",Power,Uttarakhand,HCC Limited,THDCIL,Ministry of Power,2020-12-31,399.8,63.4,59.1,4.3,0.991,0,0.916,0.699,73.6,0.79,0.653,19.3,67.4,0.329,0.0,19,on_track,0
MORTH-CHAR-DHAM-PKG-04B,Char Dham All-Weather Highway (Silkyara-Barkot) (Pkg 4B - Uttarakhand),Highways,Uttarakhand,Navayuga Engineering,NHIDCL / BRO,MoRTH,2020-12-31,2122.8,59.9,60.0,-0.1,0.988,0,0.937,0.79,66.7,1.57,0.759,47.1,67.6,0.503,0.0,4,on_track,0
RVNL-RISH-KAR-PKG-04C,Rishikesh-Karnaprayag Rail Tunnel (125 km) (Pkg 4C - Uttarakhand),Railways,Uttarakhand,Megha Engineering (MEIL),RVNL,Ministry of Railways,2021-01-02,3014.0,72.4,78.0,-5.6,1.101,2,0.899,0.781,47.3,1.85,0.765,26.0,43.1,0.548,0.0,88,at_risk,1
THDC-TEH-PSP-PKG-04D,"Tehri Pumped Storage Hydro Plant (1,000 MW) (Pkg 4D - Uttarakhand)",Power,Uttarakhand,HCC Limited,THDCIL,Ministry of Power,2021-01-04,2563.7,11.7,35.5,-23.8,1.293,0,0.915,0.799,74.3,0.65,0.698,32.9,41.1,0.291,0.0,424,delayed,2
MORTH-CHAR-DHAM-PKG-05E,Char Dham All-Weather Highway (Silkyara-Barkot) (Pkg 5E - Uttarakhand),Highways,Uttarakhand,Navayuga Engineering,NHIDCL / BRO,MoRTH,2021-01-12,2033.8,64.7,74.5,-9.8,1.123,12,0.908,0.844,49.0,1.49,0.723,32.2,47.6,0.375,0.0,86,at_risk,1
RVNL-RISH-KAR-PKG-05F,Rishikesh-Karnaprayag Rail Tunnel (125 km) (Pkg 5F - Uttarakhand),Railways,Uttarakhand,Megha Engineering (MEIL),RVNL,Ministry of Railways,2021-01-13,4375.6,50.1,66.2,-16.1,1.203,0,0.945,0.894,45.2,1.56,0.769,65.1,40.7,0.476,0.0,88,at_risk,1
THDC-TEH-PSP-PKG-05G,"Tehri Pumped Storage Hydro Plant (1,000 MW) (Pkg 5G - Uttarakhand)",Power,Uttarakhand,HCC Limited,THDCIL,Ministry of Power,2021-01-19,707.9,83.8,92.8,-9.0,1.668,18,0.939,0.866,44.6,2.19,0.706,29.2,45.1,0.224,0.0,489,delayed,2
MORTH-CHAR-DHAM-PKG-06H,Char Dham All-Weather Highway (Silkyara-Barkot) (Pkg 6H - Uttarakhand),Highways,Uttarakhand,Navayuga Engineering,NHIDCL / BRO,MoRTH,2021-01-20,4953.4,66.4,78.1,-11.7,1.234,0,0.893,0.763,30.4,1.75,0.755,54.2,41.3,0.416,0.0,64,at_risk,1
RVNL-RISH-KAR-PKG-06A,Rishikesh-Karnaprayag Rail Tunnel (125 km) (Pkg 6A - Uttarakhand),Railways,Uttarakhand,Megha Engineering (MEIL),RVNL,Ministry of Railways,2021-01-26,2942.9,60.1,77.3,-17.2,1.531,36,0.927,0.939,82.3,1.54,0.711,31.7,46.1,0.455,0.0,502,delayed,2
THDC-TEH-PSP-PKG-06B,"Tehri Pumped Storage Hydro Plant (1,000 MW) (Pkg 6B - Uttarakhand)",Power,Uttarakhand,HCC Limited,THDCIL,Ministry of Power,2021-01-27,2458.6,25.2,32.0,-6.8,1.122,12,0.99,0.842,97.4,1.26,0.598,17.4,39.4,0.317,0.0,70,at_risk,1
MORTH-CHAR-DHAM-PKG-07C,Char Dham All-Weather Highway (Silkyara-Barkot) (Pkg 7C - Uttarakhand),Highways,Uttarakhand,Navayuga Engineering,NHIDCL / BRO,MoRTH,2021-02-05,1396.9,64.3,79.4,-15.1,1.568,12,0.872,0.808,53.7,0.99,0.622,52.6,46.3,0.369,0.0,439,delayed,2
RVNL-RISH-KAR-PKG-07D,Rishikesh-Karnaprayag Rail Tunnel (125 km) (Pkg 7D - Uttarakhand),Railways,Uttarakhand,Megha Engineering (MEIL),RVNL,Ministry of Railways,2021-02-06,4583.7,17.5,39.1,-21.6,1.659,24,0.905,0.84,48.8,1.82,0.761,56.2,38.1,0.361,0.0,148,delayed,2
THDC-TEH-PSP-PKG-07E,"Tehri Pumped Storage Hydro Plant (1,000 MW) (Pkg 7E - Uttarakhand)",Power,Uttarakhand,HCC Limited,THDCIL,Ministry of Power,2021-02-14,2966.3,63.8,82.1,-18.3,1.324,12,0.914,0.823,60.5,1.48,0.422,16.8,38.6,0.266,0.0,355,delayed,2
MORTH-CHAR-DHAM-PKG-08F,Char Dham All-Weather Highway (Silkyara-Barkot) (Pkg 8F - Uttarakhand),Highways,Uttarakhand,Navayuga Engineering,NHIDCL / BRO,MoRTH,2021-03-02,4016.3,23.8,43.7,-19.9,1.587,2,0.911,0.809,66.5,0.95,0.799,52.6,44.0,0.396,0.0,223,delayed,2
RVNL-RISH-KAR-PKG-08G,Rishikesh-Karnaprayag Rail Tunnel (125 km) (Pkg 8G - Uttarakhand),Railways,Uttarakhand,Megha Engineering (MEIL),RVNL,Ministry of Railways,2021-03-04,4391.6,30.0,56.0,-26.0,1.409,2,0.932,0.798,41.8,1.3,0.768,63.1,47.1,0.384,0.0,116,delayed,2
THDC-TEH-PSP-PKG-08H,"Tehri Pumped Storage Hydro Plant (1,000 MW) (Pkg 8H - Uttarakhand)",Power,Uttarakhand,HCC Limited,THDCIL,Ministry of Power,2021-03-04,4306.1,21.3,32.3,-11.0,1.183,2,0.936,0.857,85.3,1.02,0.626,25.8,47.3,0.333,0.0,85,at_risk,1
MORTH-CHAR-DHAM-PKG-09A,Char Dham All-Weather Highway (Silkyara-Barkot) (Pkg 9A - Uttarakhand),Highways,Uttarakhand,Navayuga Engineering,NHIDCL / BRO,MoRTH,2021-03-05,3257.2,68.5,64.8,3.7,0.91,0,0.882,0.846,66.1,1.85,0.658,43.1,43.3,0.494,0.0,2,on_track,0
RVNL-RISH-KAR-PKG-09B,Rishikesh-Karnaprayag Rail Tunnel (125 km) (Pkg 9B - Uttarakhand),Railways,Uttarakhand,Megha Engineering (MEIL),RVNL,Ministry of Railways,2021-03-09,4099.0,68.3,86.8,-18.5,1.318,24,0.848,0.834,71.9,1.02,0.816,38.6,39.3,0.472,0.0,429,delayed,2
THDC-TEH-PSP-PKG-09C,"Tehri Pumped Storage Hydro Plant (1,000 MW) (Pkg 9C - Uttarakhand)",Power,Uttarakhand,HCC Limited,THDCIL,Ministry of Power,2021-03-09,2522.8,93.5,90.5,3.0,1.244,2,0.929,0.762,51.2,1.53,0.575,29.8,36.6,0.392,0.0,82,at_risk,1
MORTH-CHAR-DHAM-PKG-10D,Char Dham All-Weather Highway (Silkyara-Barkot) (Pkg 10D - Uttarakhand),Highways,Uttarakhand,Navayuga Engineering,NHIDCL / BRO,MoRTH,2021-03-11,4736.2,76.8,91.8,-15.0,1.656,0,0.87,0.769,90.1,1.14,0.801,39.1,37.5,0.474,0.0,533,delayed,2
RVNL-RISH-KAR-PKG-10E,Rishikesh-Karnaprayag Rail Tunnel (125 km) (Pkg 10E - Uttarakhand),Railways,Uttarakhand,Megha Engineering (MEIL),RVNL,Ministry of Railways,2021-03-14,4928.8,41.7,66.1,-24.4,1.463,0,0.925,0.775,52.3,0.83,0.825,39.4,47.3,0.502,0.0,293,delayed,2
THDC-TEH-PSP-PKG-10F,"Tehri Pumped Storage Hydro Plant (1,000 MW) (Pkg 10F - Uttarakhand)",Power,Uttarakhand,HCC Limited,THDCIL,Ministry of Power,2021-03-18,4351.8,11.7,34.0,-22.3,1.654,2,0.852,0.869,41.6,1.29,0.7,22.3,45.2,0.354,0.0,207,delayed,2
MORTH-CHAR-DHAM-PKG-11G,Char Dham All-Weather Highway (Silkyara-Barkot) (Pkg 11G - Uttarakhand),Highways,Uttarakhand,Navayuga Engineering,NHIDCL / BRO,MoRTH,2021-03-23,1505.5,74.9,81.7,-6.8,1.069,0,0.843,0.813,50.3,1.22,0.683,54.0,42.3,0.457,0.0,49,at_risk,1
RVNL-RISH-KAR-PKG-11H,Rishikesh-Karnaprayag Rail Tunnel (125 km) (Pkg 11H - Uttarakhand),Railways,Uttarakhand,Megha Engineering (MEIL),RVNL,Ministry of Railways,2021-03-24,2372.8,63.1,85.9,-22.8,1.463,12,0.86,0.773,88.0,1.66,0.806,64.4,41.0,0.4,0.0,306,delayed,2
THDC-TEH-PSP-PKG-11A,"Tehri Pumped Storage Hydro Plant (1,000 MW) (Pkg 11A - Uttarakhand)",Power,Uttarakhand,HCC Limited,THDCIL,Ministry of Power,2021-03-25,401.6,64.8,70.9,-6.1,1.14,18,0.795,0.819,39.3,2.03,0.836,25.5,40.1,0.384,0.0,67,at_risk,1
MORTH-CHAR-DHAM-PKG-12B,Char Dham All-Weather Highway (Silkyara-Barkot) (Pkg 12B - Uttarakhand),Highways,Uttarakhand,Navayuga Engineering,NHIDCL / BRO,MoRTH,2021-03-29,2398.2,68.5,75.7,-7.2,1.111,0,0.893,0.814,84.2,1.15,0.703,27.1,45.5,0.569,0.0,82,at_risk,1
RVNL-RISH-KAR-PKG-12C,Rishikesh-Karnaprayag Rail Tunnel (125 km) (Pkg 12C - Uttarakhand),Railways,Uttarakhand,Megha Engineering (MEIL),RVNL,Ministry of Railways,2021-04-01,2925.0,26.7,39.0,-12.3,1.57,18,0.886,0.807,74.8,1.03,0.777,66.1,40.0,0.408,0.0,266,delayed,2
THDC-TEH-PSP-PKG-12D,"Tehri Pumped Storage Hydro Plant (1,000 MW) (Pkg 12D - Uttarakhand)",Power,Uttarakhand,HCC Limited,THDCIL,Ministry of Power,2021-04-03,3139.4,83.7,86.7,-3.0,1.007,0,0.906,0.874,49.1,1.35,0.704,23.2,45.5,0.329,0.0,6,on_track,0
MORTH-CHAR-DHAM-PKG-13E,Char Dham All-Weather Highway (Silkyara-Barkot) (Pkg 13E - Uttarakhand),Highways,Uttarakhand,Navayuga Engineering,NHIDCL / BRO,MoRTH,2021-04-09,1784.0,86.3,87.5,-1.2,1.129,2,0.909,0.812,60.5,1.29,0.686,33.8,46.5,0.498,0.0,20,on_track,0
RVNL-RISH-KAR-PKG-13F,Rishikesh-Karnaprayag Rail Tunnel (125 km) (Pkg 13F - Uttarakhand),Railways,Uttarakhand,Megha Engineering (MEIL),RVNL,Ministry of Railways,2021-04-20,3964.1,43.4,58.3,-14.9,1.828,12,0.949,0.763,67.4,0.81,0.898,65.2,45.4,0.391,0.0,477,delayed,2
THDC-TEH-PSP-PKG-13G,"Tehri Pumped Storage Hydro Plant (1,000 MW) (Pkg 13G - Uttarakhand)",Power,Uttarakhand,HCC Limited,THDCIL,Ministry of Power,2021-04-21,4477.4,88.6,92.6,-4.0,1.324,12,0.867,0.859,67.2,1.59,0.501,20.0,36.2,0.255,0.0,80,at_risk,1
MORTH-CHAR-DHAM-PKG-14H,Char Dham All-Weather Highway (Silkyara-Barkot) (Pkg 14H - Uttarakhand),Highways,Uttarakhand,Navayuga Engineering,NHIDCL / BRO,MoRTH,2021-04-25,1532.6,71.0,76.4,-5.4,1.131,12,0.888,0.837,75.6,1.31,0.799,23.5,38.0,0.466,0.0,62,at_risk,1
RVNL-RISH-KAR-PKG-14A,Rishikesh-Karnaprayag Rail Tunnel (125 km) (Pkg 14A - Uttarakhand),Railways,Uttarakhand,Megha Engineering (MEIL),RVNL,Ministry of Railways,2021-04-25,4782.4,66.4,91.1,-24.7,1.253,0,0.886,0.869,84.1,2.01,0.696,64.2,43.1,0.379,0.0,284,delayed,2
THDC-TEH-PSP-PKG-14B,"Tehri Pumped Storage Hydro Plant (1,000 MW) (Pkg 14B - Uttarakhand)",Power,Uttarakhand,HCC Limited,THDCIL,Ministry of Power,2021-04-27,5038.7,44.0,43.6,0.4,0.967,12,0.923,0.741,57.1,1.94,0.662,31.3,40.0,0.309,0.0,8,on_track,0
KMRC-KOL-MET-PKG-01A,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 1A - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2021-04-28,1748.9,31.9,49.2,-17.3,1.086,2,0.285,0.83,79.0,1.57,0.618,34.4,47.0,0.609,0.0,35,at_risk,1
DFCCIL-EDFC-DAN-PKG-01B,Eastern DFC Sonnagar-Dankuni Section (Pkg 1B - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2021-04-29,5107.7,74.4,89.2,-14.8,1.593,36,0.312,0.838,85.1,1.07,0.877,39.3,38.4,0.416,0.0,267,delayed,2
NHAI-VR-EXP-PKG-01C,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 1C - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2021-05-07,4341.7,55.2,68.5,-13.3,1.214,0,0.415,0.862,36.9,1.99,0.59,44.8,45.9,0.528,0.0,52,at_risk,1
KMRC-KOL-MET-PKG-02D,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 2D - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2021-05-10,3482.2,49.8,53.7,-3.9,1.092,6,0.453,0.796,32.8,1.59,0.664,27.1,44.3,0.562,0.0,11,on_track,0
DFCCIL-EDFC-DAN-PKG-02E,Eastern DFC Sonnagar-Dankuni Section (Pkg 2E - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2021-05-11,4889.5,58.6,78.8,-20.2,1.155,0,0.283,0.823,55.0,2.03,0.888,36.9,44.8,0.308,0.0,88,at_risk,1
NHAI-VR-EXP-PKG-02F,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 2F - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2021-05-24,2596.7,48.8,70.0,-21.2,1.672,6,0.396,0.787,71.7,1.59,0.69,43.8,37.8,0.41,0.0,133,delayed,2
KMRC-KOL-MET-PKG-03G,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 3G - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2021-05-24,691.3,19.1,30.6,-11.5,1.308,18,0.324,0.835,94.6,0.88,0.504,18.9,44.4,0.572,0.0,75,at_risk,1
DFCCIL-EDFC-DAN-PKG-03H,Eastern DFC Sonnagar-Dankuni Section (Pkg 3H - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2021-05-24,659.1,40.9,51.3,-10.4,1.293,36,0.374,0.743,51.3,1.15,0.742,30.8,47.9,0.392,0.0,317,delayed,2
NHAI-VR-EXP-PKG-03A,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 3A - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2021-05-30,4411.8,32.5,35.8,-3.3,1.063,2,0.357,0.72,77.9,0.75,0.708,30.3,41.1,0.479,0.0,6,on_track,0
KMRC-KOL-MET-PKG-04B,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 4B - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2021-06-08,4497.2,31.9,33.7,-1.8,1.126,0,0.386,0.813,49.1,1.99,0.57,29.0,35.5,0.537,0.0,19,on_track,0
DFCCIL-EDFC-DAN-PKG-04C,Eastern DFC Sonnagar-Dankuni Section (Pkg 4C - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2021-06-18,4409.6,31.8,58.3,-26.5,1.342,24,0.35,0.854,84.9,0.96,0.892,30.0,42.3,0.327,0.0,263,delayed,2
NHAI-VR-EXP-PKG-04D,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 4D - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2021-06-25,3550.6,50.8,73.0,-22.2,1.483,0,0.434,0.799,62.5,1.31,0.747,36.6,40.6,0.468,0.0,434,delayed,2
KMRC-KOL-MET-PKG-05E,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 5E - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2021-06-25,4106.4,84.3,88.9,-4.6,0.952,2,0.373,0.86,89.2,1.59,0.573,25.1,42.9,0.57,0.0,10,on_track,0
DFCCIL-EDFC-DAN-PKG-05F,Eastern DFC Sonnagar-Dankuni Section (Pkg 5F - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2021-06-28,3793.9,49.1,61.9,-12.8,1.215,12,0.405,0.777,84.2,0.77,0.716,26.7,45.8,0.417,0.0,39,at_risk,1
NHAI-VR-EXP-PKG-05G,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 5G - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2021-06-30,1518.4,40.3,42.0,-1.7,1.048,2,0.291,0.863,66.7,0.85,0.759,23.2,39.7,0.432,0.0,0,on_track,0
KMRC-KOL-MET-PKG-06H,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 6H - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2021-07-03,2414.5,63.8,74.2,-10.4,1.271,12,0.362,0.864,50.0,1.88,0.744,38.8,39.1,0.49,0.0,46,at_risk,1
DFCCIL-EDFC-DAN-PKG-06A,Eastern DFC Sonnagar-Dankuni Section (Pkg 6A - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2021-07-03,404.8,83.8,89.8,-6.0,1.024,12,0.428,0.781,46.1,2.16,0.905,28.1,36.1,0.44,0.0,47,at_risk,1
NHAI-VR-EXP-PKG-06B,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 6B - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2021-07-09,3525.5,93.4,94.8,-1.4,0.961,0,0.411,0.796,64.0,1.31,0.497,43.6,44.3,0.418,0.0,8,on_track,0
KMRC-KOL-MET-PKG-07C,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 7C - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2021-07-11,859.6,20.2,38.1,-17.9,1.217,12,0.303,0.806,82.5,1.98,0.606,36.2,37.1,0.568,0.0,440,delayed,2
DFCCIL-EDFC-DAN-PKG-07D,Eastern DFC Sonnagar-Dankuni Section (Pkg 7D - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2021-07-16,4721.3,84.7,87.2,-2.5,1.212,0,0.379,0.735,59.7,1.68,0.919,39.2,35.9,0.367,0.0,84,at_risk,1
NHAI-VR-EXP-PKG-07E,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 7E - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2021-07-17,1673.6,73.9,70.9,3.0,0.869,2,0.417,0.877,76.3,2.13,0.767,29.6,38.2,0.4,0.0,19,on_track,0
KMRC-KOL-MET-PKG-08F,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 8F - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2021-07-21,1123.4,17.0,34.6,-17.6,1.575,0,0.409,0.814,71.2,0.86,0.671,18.4,42.3,0.59,0.0,439,delayed,2
DFCCIL-EDFC-DAN-PKG-08G,Eastern DFC Sonnagar-Dankuni Section (Pkg 8G - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2021-07-23,4424.3,31.5,36.1,-4.6,1.177,2,0.407,0.875,80.3,1.93,0.759,39.3,37.9,0.31,0.0,79,at_risk,1
NHAI-VR-EXP-PKG-08H,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 8H - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2021-07-29,1315.2,68.6,76.5,-7.9,1.177,6,0.349,0.781,41.7,1.89,0.769,45.0,41.1,0.44,0.0,78,at_risk,1
KMRC-KOL-MET-PKG-09A,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 9A - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2021-07-31,1115.4,88.1,92.9,-4.8,1.241,6,0.344,0.899,31.2,0.88,0.601,34.9,45.8,0.413,0.0,47,at_risk,1
DFCCIL-EDFC-DAN-PKG-09B,Eastern DFC Sonnagar-Dankuni Section (Pkg 9B - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2021-08-05,2237.5,88.6,94.3,-5.7,1.277,2,0.311,0.763,87.3,0.8,0.713,33.8,38.6,0.388,0.0,65,at_risk,1
NHAI-VR-EXP-PKG-09C,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 9C - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2021-08-09,1336.2,28.1,30.1,-2.0,1.117,0,0.393,0.875,57.4,2.16,0.698,51.4,39.6,0.41,0.0,8,on_track,0
KMRC-KOL-MET-PKG-10D,Kolkata Metro Green Line (Under-River Hooghly) (Pkg 10D - West Bengal),Urban Development,West Bengal,Afcons Infrastructure,KMRC,Ministry of Railways,2021-08-14,3909.7,28.9,33.2,-4.3,1.262,2,0.361,0.88,59.2,1.91,0.529,38.8,45.0,0.527,0.0,77,at_risk,1
DFCCIL-EDFC-DAN-PKG-10E,Eastern DFC Sonnagar-Dankuni Section (Pkg 10E - West Bengal),Railways,West Bengal,L&T Construction,DFCCIL,Ministry of Railways,2021-08-14,1789.3,53.2,78.5,-25.3,1.463,24,0.385,0.753,71.3,1.46,0.821,28.3,43.8,0.466,0.0,94,delayed,2
NHAI-VR-EXP-PKG-10F,Varanasi-Kolkata Expressway Bengal Terminal Link (Pkg 10F - West Bengal),Highways,West Bengal,Dilip Buildcon Ltd.,NHAI,MoRTH,2021-08-16,2988.1,32.7,45.5,-12.8,1.398,0,0.372,0.749,70.1,1.38,0.672,54.5,43.7,0.505,0.0,254,delayed,2
